strategy,signal_time,entry_time,exit_time,entry_price,exit_price,sl,target,shares,pnl,exit_reason,symbol
VOLATILITY_BREAKOUT,2026-01-02 08:00:00+05:30,2026-01-02 12:00:00+05:30,2026-01-13 08:00:00+05:30,1442.5,1446.4,1397.24,1533.02,69,269.1000000000063,CLOSE_BELOW_EMA_FAST,VOLTAS
VOLATILITY_BREAKOUT,2026-01-02 12:00:00+05:30,2026-01-05 08:00:00+05:30,2026-01-06 08:00:00+05:30,232.0,224.464,224.464,247.07199999999997,431,-3248.0160000000005,SL,HUDCO
VOLATILITY_BREAKOUT,2026-01-02 12:00:00+05:30,2026-01-05 08:00:00+05:30,2026-01-06 08:00:00+05:30,291.05,284.205,284.205,304.74,343,-2347.835000000009,SL,PETRONET
VOLATILITY_BREAKOUT,2026-01-05 08:00:00+05:30,2026-01-05 12:00:00+05:30,2026-01-14 12:00:00+05:30,162.4,170.46400000000003,158.368,170.46400000000003,615,4959.360000000013,TARGET,UNIONBANK
VOLATILITY_BREAKOUT,2026-01-05 08:00:00+05:30,2026-01-05 12:00:00+05:30,2026-01-09 08:00:00+05:30,1312.0,1292.4,1283.52,1368.96,76,-1489.599999999993,CLOSE_BELOW_EMA_FAST,NESTLEIND
VOLATILITY_BREAKOUT,2026-01-05 08:00:00+05:30,2026-01-05 12:00:00+05:30,2026-01-08 08:00:00+05:30,520.4,506.255,506.255,548.6899999999999,192,-2715.8399999999965,SL,JSWENERGY
VOLATILITY_BREAKOUT,2026-01-05 08:00:00+05:30,2026-01-05 12:00:00+05:30,2026-01-09 08:00:00+05:30,629.6,603.85,603.85,681.1,158,-4068.5,SL,PGEL
VOLATILITY_BREAKOUT,2026-01-05 08:00:00+05:30,2026-01-05 12:00:00+05:30,2026-01-12 08:00:00+05:30,1920.0,1872.79,1872.79,2014.42,52,-2454.920000000002,SL,PHOENIXLTD
VOLATILITY_BREAKOUT,2026-01-06 08:00:00+05:30,2026-01-06 12:00:00+05:30,2026-01-12 08:00:00+05:30,9741.0,9490.15,9490.15,10242.7,10,-2508.5000000000036,SL,BAJAJ-AUTO
VOLATILITY_BREAKOUT,2026-01-06 08:00:00+05:30,2026-01-06 12:00:00+05:30,2026-01-08 08:00:00+05:30,293.4,285.72499999999997,285.72499999999997,308.75,340,-2609.5000000000036,SL,PETRONET
VOLATILITY_BREAKOUT,2026-01-06 08:00:00+05:30,2026-01-06 12:00:00+05:30,2026-01-08 08:00:00+05:30,152.8,148.514,148.514,161.37200000000004,654,-2803.044000000001,SL,BANKINDIA
VOLATILITY_BREAKOUT,2026-01-06 12:00:00+05:30,2026-01-07 08:00:00+05:30,2026-01-08 08:00:00+05:30,6200.0,6070.15,6070.15,6459.7,16,-2077.600000000006,SL,BRITANNIA
VOLATILITY_BREAKOUT,2026-01-06 12:00:00+05:30,2026-01-07 08:00:00+05:30,2026-01-08 08:00:00+05:30,2416.0,2372.76,2372.76,2502.48,41,-1772.839999999991,SL,HINDUNILVR
VOLATILITY_BREAKOUT,2026-01-06 12:00:00+05:30,2026-01-07 08:00:00+05:30,2026-01-08 08:00:00+05:30,1503.9,1472.8600000000001,1472.8600000000001,1565.9800000000002,66,-2048.6399999999976,SL,HAVELLS
VOLATILITY_BREAKOUT,2026-01-06 12:00:00+05:30,2026-01-07 08:00:00+05:30,2026-01-09 12:00:00+05:30,500.0,488.0,486.62,526.76,200,-2400.0,CLOSE_BELOW_EMA_FAST,VBL
VOLATILITY_BREAKOUT,2026-01-06 12:00:00+05:30,2026-01-07 08:00:00+05:30,2026-01-12 08:00:00+05:30,6680.0,6502.8,6502.8,7034.4,14,-2480.7999999999975,SL,DIVISLAB
VOLATILITY_BREAKOUT,2026-01-13 12:00:00+05:30,2026-01-14 08:00:00+05:30,2026-01-20 08:00:00+05:30,449.8,432.1,432.1,485.2,222,-3929.3999999999974,SL,OIL
VOLATILITY_BREAKOUT,2026-01-13 12:00:00+05:30,2026-01-14 08:00:00+05:30,2026-01-23 12:00:00+05:30,1030.0,1028.4,1007.035,1075.93,97,-155.19999999999118,CLOSE_BELOW_EMA_FAST,SBIN
VOLATILITY_BREAKOUT,2026-01-14 08:00:00+05:30,2026-01-14 12:00:00+05:30,2026-01-20 08:00:00+05:30,940.75,918.5,905.6899999999999,1010.87,106,-2358.5,CLOSE_BELOW_EMA_FAST,INDUSINDBK
VOLATILITY_BREAKOUT,2026-01-14 08:00:00+05:30,2026-01-14 12:00:00+05:30,2026-01-16 08:00:00+05:30,244.45,236.89999999999998,236.89999999999998,259.55,409,-3087.950000000005,SL,ONGC
VOLATILITY_BREAKOUT,2026-01-14 08:00:00+05:30,2026-01-14 12:00:00+05:30,2026-01-21 12:00:00+05:30,2379.0,2336.0,2274.8,2587.4,42,-1806.0,CLOSE_BELOW_EMA_FAST,MCX
VOLATILITY_BREAKOUT,2026-01-14 08:00:00+05:30,2026-01-14 12:00:00+05:30,2026-01-20 12:00:00+05:30,189.39,183.379,183.379,201.41199999999998,528,-3173.8079999999977,SL,TATASTEEL
VOLATILITY_BREAKOUT,2026-01-14 08:00:00+05:30,2026-01-14 12:00:00+05:30,2026-01-28 08:00:00+05:30,669.6,717.6,645.6,717.6,149,7152.0,TARGET,VEDL
VOLATILITY_BREAKOUT,2026-01-14 12:00:00+05:30,2026-01-16 08:00:00+05:30,2026-01-21 08:00:00+05:30,179.25,172.005,172.005,193.74,557,-4035.4650000000024,SL,UNIONBANK
VOLATILITY_BREAKOUT,2026-01-16 08:00:00+05:30,2026-01-16 12:00:00+05:30,2026-01-19 08:00:00+05:30,23.61,22.794,22.794,25.242,4235,-3455.7599999999957,SL,YESBANK
VOLATILITY_BREAKOUT,2026-01-16 12:00:00+05:30,2026-01-19 08:00:00+05:30,2026-01-20 12:00:00+05:30,12350.0,12002.7,12002.7,13044.6,8,-2778.399999999994,SL,ULTRACEMCO
VOLATILITY_BREAKOUT,2026-02-10 08:00:00+05:30,2026-02-10 12:00:00+05:30,2026-02-20 12:00:00+05:30,127.46,128.8,120.863,140.654,784,1050.5600000000138,CLOSE_BELOW_EMA_FAST,MOTHERSON
