equity
998670.0
994979.85
989034.35
986774.35
992332.63
999743.67
997724.87
1005771.23
1011806.0
1013523.5
1010357.726
1007707.358
1013150.234
1020632.434
1019006.834
1022470.1340000001
1022755.734
1024228.1340000001
1025236.1340000001
1021857.0540000001
1021696.7540000001
1022453.2540000001
1017684.334
1016501.5090000001
1014343.0165
1018525.6565
1015845.4765
1013715.4765
1012011.8665
1018589.0665
1024933.4565
1021259.2964999999
1028133.9964999999
1026757.5964999999
1030225.6964999998
1028034.7252499999
1025638.0652499999
1022716.7702499998
1021603.1702499999
1027221.5502499999
1032055.7577499999
1029901.1577499999
1026151.0257499999
1023331.8057499999
1022457.8057499999
1027782.20575
1026589.70575
1024138.82575
1021462.69075
1018841.8907499999
1024275.4707499999
1029837.4167499999
1030033.4167499999
1036682.5087499998
1032956.0167499998
1031122.0167499998
1031184.7167499998
1027601.9167499997
1035089.8367499998
1032982.3867499998
1030105.6067499998
1030929.8067499998
1027752.0567499998
1024009.0527499998
1021778.5877499998
1030076.7677499998
1030289.5677499998
1030273.8077499998
1034904.7277499998
1032174.7277499998
1029333.9077499999
1025929.8877499999
1022507.2377499999
1022463.0377499999
1018936.21775
1015483.1537499999
1013588.3737499999
1010600.4097499999
1017267.3997499999
1017725.5997499998
1017270.5997499998
1017771.0997499998
1014551.8997499999
1020217.4997499998
1019479.9497499998
1016698.3422499998
1017168.1422499998
1015259.3359999998
1013744.1859999998
1019292.7359999998
1017173.9759999998
1024129.1759999999
1022539.1759999999
1021801.3659999998
1020181.3659999998
1018723.5459999999
1022583.0834999998
1019610.2934999998
1019879.3934999998
1017139.2934999998
1025386.4934999997
1023638.4934999997
1020398.4934999997
1018330.0684999997
1016060.6584999997
1013302.7584999996
1018337.9584999996
1015089.9424999997
1012742.1074999997
1010026.2674999997
1008536.6674999997
1004468.1674999997
1009427.5274999997
1006972.6074999997
1004169.5634999997
1001661.0634999997
999051.5634999997
997278.7234999997
995201.1234999998
992720.3234999997
990671.6834999997
988271.6834999997
986411.0834999997
982481.6834999997
982326.4834999997
979967.9834999997
976880.0334999998
984032.0334999998
981716.0709999998
978542.2629999998
976736.2629999998
972700.7979999998
969245.0379999998
966466.6379999998
963274.6792499998
960018.6817499998
956994.3817499997
953517.6817499998
949563.9217499997
946067.9594999998
942202.7204999997
943253.2804999998
939039.5394999997
938194.5394999997
945547.1194999997
956091.5994999997
958135.5994999997
955065.8294999996
952711.6469999996
951087.6469999996
948755.5669999997
949115.5669999997
945012.7069999997
950987.5069999998
946486.3669999997
946272.1669999998
943944.1669999998
941589.6669999998
946202.4669999998
942498.3969999999
940086.4269999999
