equity
998670.0
994979.85
992719.85
986774.35
994185.39
992166.59
1000212.95
997047.176
998764.676
996114.308
1001557.184
1009039.384
1007413.784
1007699.384
1011162.684
1012635.084
1013643.084
1014399.584
1014239.284
1009470.364
1006091.284
1003411.1039999999
1007593.744
1005463.744
1003760.134
1002383.7339999999
1009258.4339999999
1005584.2739999999
1012161.4739999998
1015629.5739999998
1021973.9639999998
1020860.3639999998
1026478.7439999998
1023557.4489999998
1021160.7889999998
1019006.1889999998
1016186.9689999998
1012436.8369999998
1011562.8369999998
1016887.2369999998
1015694.7369999998
1013073.9369999998
1010397.8019999998
1015831.3819999998
1016027.3819999998
1021589.3279999997
1028238.4199999997
1024511.9279999997
1022677.9279999997
1022740.6279999997
1019157.8279999996
1017050.3779999997
1024538.2979999997
1021661.5179999997
1017918.5139999997
1014740.7639999997
1015564.9639999997
1013334.4989999997
1013547.2989999998
1021845.4789999997
1026476.3989999997
1026460.6389999997
1023730.6389999997
1020889.8189999998
1017485.7989999998
1017441.5989999998
1014018.9489999998
1010565.8849999998
1007039.0649999998
1005144.2849999998
1002156.3209999998
1008823.3109999998
1009281.5109999997
1008826.5109999997
1009327.0109999997
1014992.6109999997
1011773.4109999997
1011035.8609999997
1011505.6609999997
1017054.2109999998
1014935.4509999998
1013345.4509999998
1020300.6509999998
1019562.8409999998
1027810.0409999997
1026062.0409999997
1022822.0409999997
1019849.2509999997
1024884.4509999997
1022144.3509999997
1019874.9409999996
1017117.0409999996
1017386.1409999996
1014138.1249999997
1011790.2899999997
1016749.6499999997
1015260.0499999997
1012544.2099999997
1008475.7099999997
1006020.7899999997
1003512.2899999997
1000902.7899999997
998099.7459999997
996022.1459999997
994249.3059999997
992200.6659999997
989800.6659999997
987319.8659999997
983390.4659999997
983235.2659999997
980876.7659999997
977788.8159999998
975982.8159999998
972809.0079999998
979961.0079999998
975925.5429999998
972469.7829999998
969691.3829999998
970741.9429999999
978094.5229999998
977249.5229999998
973035.7819999998
983580.2619999998
980510.4919999997
982554.4919999997
980930.4919999997
981290.4919999997
977187.6319999998
983162.4319999998
978661.2919999998
978447.0919999998
976119.0919999998
973764.5919999998
978377.3919999999
