equity
996218.6275
999847.9674999999
1005062.6845
1003198.597
1008348.037
1014444.997
1020154.8369999999
1017298.5745
1023633.682
1030018.1020000001
1023297.5020000001
1028562.5020000001
1034323.4845000001
1032603.2695000002
1030979.0095000002
1035649.7470000002
1031784.8657500002
1029425.6057500002
1034770.7807500003
1031913.9857500002
1043455.1927500002
1039105.1897500001
1043997.4397500001
1040732.3597500002
1045508.5547500002
1036888.1297500002
1034913.9797500002
1030856.7797500002
1028484.7217500003
1026630.6227500002
1023728.2810000002
1029008.9410000002
1033073.6830000002
1030438.5430000002
1027658.0830000002
1025204.7392500002
1021793.0192500002
1019167.2092500003
1016630.1467500003
1014280.6967500004
1011846.0617500003
1008738.4667500004
1018927.3517500004
1015510.2992500004
1013301.5342500004
1018924.2092500004
1017167.2982500005
1014497.4527500004
1020302.9027500004
1017611.7902500003
1015182.8252500003
1020213.8252500003
1025228.6852500003
1029849.4652500004
1027473.2252500004
1034852.3252500003
1030613.5127500003
1036696.1927500004
1033502.0927500004
1031227.7177500004
1027750.2602500004
1025407.2602500004
1023342.5890000004
1019994.3857500004
1026304.9382500004
1023357.8882500003
1020293.3882500003
1025310.7382500003
1024157.5382500003
1023995.1882500004
1018919.8932500003
1016615.3532500003
1014457.7472500002
1013031.7472500002
1007956.4522500002
1009124.6522500002
1008434.6522500002
1008290.6522500002
1007918.5522500002
1005320.8597500002
1006152.1597500002
1003656.9697500002
1004064.0097500002
1000930.2817500002
1006980.8017500002
1013316.1417500002
1011015.9417500002
1012264.7417500003
1010160.7112500003
1007643.8612500003
1012433.3612500003
1013521.4612500003
1010533.7612500003
1008095.8712500003
1004878.6712500004
1010456.4212500004
1013775.3212500004
1012551.3212500004
1012845.6212500004
1010308.2962500005
1014170.8892500005
1011397.0892500004
1007529.0692500004
1004853.8132500004
1004496.8132500004
1001889.5582500004
998867.9957500004
996139.9157500004
995064.1157500003
1000496.5037500004
995783.1137500004
992860.6337500004
991087.8137500003
988515.7675000003
985494.2050000003
982932.2237500004
981888.3237500003
987089.4687500003
985335.9687500003
987120.8187500003
984549.0687500003
989750.2137500003
988357.9137500003
992449.0887500003
996540.2637500004
1000186.2072500004
998589.1472500005
997498.5272500005
1003056.8072500005
1000453.5572500005
999028.8072500005
996996.0072500005
1003062.2952500005
1000895.8452500005
999799.9452500005
996879.8952500004
1002197.3352500005
999277.2852500004
996985.3302500005
1001925.3402500005
1006865.3502500005
1005426.7902500005
1001783.5340000006
1002043.9340000006
1001269.9340000006
998753.5677500006
998263.5677500006
998877.3277500006
1005200.1757500006
1004873.4057500006
1003554.6057500006
1002601.9557500005
1002052.1757500005
1003071.8757500005
1000619.6007500004
996197.0007500005
1001215.5807500004
999839.6607500004
998859.6607500004
996169.7587500004
995305.7587500004
1001784.0712500004
1000213.6712500004
998335.1462500003
1002050.0522500003
1002593.9522500003
1006300.2422500004
1004416.2422500004
1001629.1597500003
1002274.8097500004
1000342.0097500003
996971.5097500003
993020.3597500003
992049.2597500003
999232.0997500003
1002144.0997500003
